Gene Symbol	SPOT	Profile	6d-average	7d-average	8d-average
Zm00001d040777	12158	3	0	0.42	-1.72
Zm00001d040780	12159	1	0	-5.9	-5.9
Zm00001d040784	12161	4	0	0.28	1.15
Zm00001d040794	12167	5	0	4.94	0
Zm00001d040798	12171	3	0	0.26	-1.35
Zm00001d040805	12174	5	0	1.19	0
Zm00001d040807	12175	3	0	0.36	-0.67
Zm00001d040810	12176	1	0	-6.09	-6.09
Zm00001d040814	12177	3	0	-0.3	-4.24
Zm00001d040817	12178	5	0	6.25	0
Zm00001d040818	12179	7	0	1.08	1.83
Zm00001d040823	12180	5	0	4.93	0
Zm00001d040826	12181	6	0	5.52	4.14
Zm00001d040833	12185	2	0	-7.13	-2.59
Zm00001d040842	12188	3	0	-0.56	-6.89
Zm00001d000553	12196	3	0	1.29	-4.36
Zm00001d040878	12198	2	0	-0.98	0.25
Zm00001d040880	12199	1	0	-5.24	-5.24
Zm00001d040899	12203	3	0	0.91	-4.36
Zm00001d040905	12205	7	0	3.93	5.91
Zm00001d000555	12206	6	0	1.17	0.77
Zm00001d000561	12219	6	0	1.03	0.57
Zm00001d040966	12220	5	0	1.13	0.54
Zm00001d040971	12221	3	0	1.02	-4.24
Zm00001d040974	12222	3	0	0.61	-5.24
Zm00001d040985	12225	6	0	5.63	4.14
Zm00001d000562	12228	6	0	1.57	1.22
Zm00001d040996	12230	3	0	1.15	-2.71
Zm00001d041004	12231	4	0	-0.29	0.74
Zm00001d041006	12232	6	0	4.26	2.99
Zm00001d000564	12233	4	0	0	6.41
Zm00001d041020	12234	3	0	-1.58	-7.6
Zm00001d000566	12235	4	0	-0.05	1.51
Zm00001d041038	12238	1	0	-5.94	-5.94
Zm00001d041054	12241	6	0	1.11	0.7
Zm00001d041082	12255	6	0	7.14	6.01
Zm00001d041101	12260	0	0	-1.03	-2.75
Zm00001d041102	12261	3	0	0.39	-5.24
Zm00001d041103	12262	0	0	-2.46	-7.99
Zm00001d041112	12265	4	0	-0.13	0.93
Zm00001d000571	12266	0	0	-0.36	-1.32
Zm00001d041119	12267	4	0	-0.6	1.18
Zm00001d041134	12270	3	0	0.89	-5.69
Zm00001d000572	12275	6	0	1	1.08
Zm00001d041148	12277	0	0	-1.74	-5.69
Zm00001d041154	12279	5	0	1.58	-0.51
Zm00001d041165	12281	3	0	1.34	-6.09
Zm00001d041168	12282	5	0	4.94	0
Zm00001d041176	12284	0	0	-2.64	-6.91
Zm00001d041180	12286	0	0	-0.4	-1.05
Zm00001d000574	12288	6	0	1.27	0.93
Zm00001d041200	12293	3	0	0.29	-0.73
Zm00001d041204	12296	3	0	-0.81	-6.1
Zm00001d041208	12297	6	0	1.74	1.37
Zm00001d041213	12298	6	0	3.95	4.54
Zm00001d041217	12302	1	0	-1.85	-1.55
Zm00001d041220	12303	7	0	1.31	2.35
Zm00001d041221	12304	0	0	-0.45	-1.23
Zm00001d041225	12305	3	0	0.66	-1.01
Zm00001d041226	12306	3	0	-0.18	-1.24
Zm00001d000580	12307	3	0	1.28	-4.36
Zm00001d041230	12309	3	0	2.43	-5.6
Zm00001d041232	12310	6	0	5.63	3.91
Zm00001d041253	12314	6	0	1.37	1.34
ENSRNA049474953	12316	0	0	-1.5	-2.26
ENSRNA049474946	12317	6	0	6.26	6.13
Zm00001d041256	12318	4	0	0	5.14
Zm00001d041269	12323	3	0	2.32	-6.36
Zm00001d041271	12324	2	0	-1.42	-0.25
Zm00001d041277	12325	6	0	8.72	10.35
Zm00001d041283	12327	6	0	6.58	5.03
Zm00001d041284	12328	5	0	4.93	0
Zm00001d041291	12331	0	0	-2.32	-6.24
Zm00001d041308	12337	5	0	1.11	-0.01
Zm00001d041315	12339	2	0	-2.21	-0.39
Zm00001d041319	12340	3	0	-0.32	-1.55
Zm00001d041332	12348	1	0	-2.22	-1.91
Zm00001d000586	12350	3	0	2.26	-6.2
Zm00001d041339	12351	1	0	-5.73	-5.73
Zm00001d041341	12352	4	0	0.02	4.36
Zm00001d000588	12353	0	0	-2.32	-6.24
Zm00001d041343	12354	5	0	1.04	0.4
Zm00001d041347	12357	2	0	-5.36	-0.22
Zm00001d041351	12358	0	0	-0.56	-1.68
Zm00001d041376	12367	3	0	-1.41	-5.36
Zm00001d041377	12368	3	0	1.48	-4.77
Zm00001d041382	12372	4	0	-0.48	0.87
Zm00001d041384	12374	3	0	0.17	-3.77
Zm00001d041403	12381	3	0	0.85	-1.93
Zm00001d041404	12382	5	0	2.06	-0.17
Zm00001d000590	12386	3	0	-0.39	-6.91
Zm00001d041416	12389	6	0	4.34	4.17
Zm00001d041418	12390	6	0	2.53	1.54
Zm00001d041426	12392	3	0	0.12	-10.1
Zm00001d041430	12393	3	0	0.28	-1.91
Zm00001d000592	12395	7	0	3.95	5.97
Zm00001d041437	12396	6	0	5.51	6.77
Zm00001d000593	12403	1	0	-1.22	-1.33
Zm00001d000594	12404	7	0	0.68	1.17
Zm00001d041454	12406	6	0	2.75	2.25
Zm00001d041457	12409	5	0	0.7	-0.68
Zm00001d041458	12410	3	0	0.38	-3.37
Zm00001d000596	12411	3	0	0.14	-2.49
Zm00001d041476	12420	2	0	-1.86	-0.56
Zm00001d041489	12426	4	0	-1.15	1.2
Zm00001d041496	12429	4	0	0	5.03
Zm00001d041498	12431	3	0	0.15	-5.36
Zm00001d041506	12433	5	0	1.27	-0.47
Zm00001d041511	12435	6	0	5.56	4.56
Zm00001d041514	12436	6	0	6.94	5.03
Zm00001d041515	12437	7	0	0.42	1.18
Zm00001d000601	12438	2	0	-5.36	1.11
Zm00001d041520	12440	4	0	0	6.13
Zm00001d041523	12442	3	0	-0.13	-1.03
Zm00001d041526	12444	5	0	5.11	0
Zm00001d041529	12445	1	0	-2.09	-2.44
Zm00001d041535	12449	2	0	-5.53	0.72
Zm00001d041538	12452	3	0	-0.09	-1.16
Zm00001d041544	12454	6	0	4.93	4.54
Zm00001d041545	12455	6	0	3.93	4.54
Zm00001d000603	12457	5	0	2.67	-0.48
Zm00001d041549	12458	7	0	4.27	6.41
ENSRNA049470983	12460	4	0	-1.56	1.58
ENSRNA049471008	12461	4	0	0.3	1.76
Zm00001d041553	12462	7	0	0.94	1.73
Zm00001d041573	12467	6	0	6.58	5.65
Zm00001d041574	12468	7	0	5.11	7.69
Zm00001d000606	12469	4	0	0	5.73
Zm00001d000607	12472	4	0	0	5.14
Zm00001d041578	12473	5	0	1.25	0.24
Zm00001d041580	12474	4	0	0	6.14
Zm00001d041583	12476	7	0	0.76	1.22
Zm00001d041585	12478	2	0	-3.77	0.14
Zm00001d041588	12479	7	0	0.38	1.05
Zm00001d041589	12480	2	0	-5.53	-0.99
Zm00001d041594	12484	4	0	-0.48	0.54
Zm00001d041600	12489	3	0	0.67	-1.48
Zm00001d041611	12498	3	0	-0.97	-3.67
Zm00001d041619	12500	3	0	-0.32	-4.24
Zm00001d041624	12503	3	0	0.19	-1.1
ENSRNA049473467	12508	4	0	-0.9	1.07
Zm00001d000610	12509	1	0	-5.69	-5.69
Zm00001d041634	12510	4	0	0.39	2.02
Zm00001d041639	12512	5	0	1.37	-1.18
Zm00001d041666	12516	6	0	6.94	7.99
Zm00001d041671	12517	0	0	-1.44	-2.28
Zm00001d041678	12519	5	0	2.26	0.91
Zm00001d041684	12522	5	0	3.63	1.1
Zm00001d041690	12524	3	0	0.63	-0.66
Zm00001d041725	12546	6	0	7.32	6.47
Zm00001d041726	12547	4	0	0.21	3.16
Zm00001d041729	12549	2	0	-3.77	0.37
Zm00001d041732	12551	6	0	2.55	2.4
Zm00001d041733	12552	0	0	-1.6	-5.87
Zm00001d041743	12555	2	0	-4.36	0.19
Zm00001d041746	12556	2	0	-3.77	0.14
Zm00001d041747	12557	3	0	-0.43	-1.62
Zm00001d041748	12558	6	0	1.12	0.79
Zm00001d041752	12561	3	0	2.2	-5.09
Zm00001d041763	12570	4	0	-0.63	1.03
Zm00001d041769	12573	5	0	3.66	-1.17
Zm00001d041774	12575	2	0	-1.39	0.93
Zm00001d041780	12578	4	0	0.26	3.14
Zm00001d000617	12579	6	0	3.95	4.14
Zm00001d041781	12580	6	0	4.98	3.57
Zm00001d041782	12581	7	0	0.69	1.24
Zm00001d041784	12582	0	0	-0.81	-1.39
Zm00001d041786	12584	6	0	3.95	4.54
Zm00001d041788	12585	2	0	-1.2	0.21
Zm00001d041790	12587	6	0	6.63	6.33
Zm00001d041791	12588	5	0	1.06	-0.14
Zm00001d041792	12589	4	0	0.26	1.07
Zm00001d041800	12592	5	0	1.7	0.09
Zm00001d041801	12593	6	0	2.26	1.81
Zm00001d041804	12595	4	0	0	5.58
Zm00001d041817	12598	4	0	0.29	1.47
Zm00001d041818	12599	1	0	-2.54	-1.36
Zm00001d041819	12600	6	0	5.27	4.54
Zm00001d041822	12601	2	0	-1.53	-0.51
Zm00001d041827	12605	3	0	-0.21	-2.21
Zm00001d041838	12610	2	0	-2.26	1.06
Zm00001d041844	12613	7	0	7.03	10.11
Zm00001d041853	12617	5	0	2.65	0.32
Zm00001d041861	12621	4	0	0	5.91
Zm00001d041873	12626	6	0	5.11	4.54
Zm00001d041880	12628	7	0	0.86	1.65
Zm00001d041905	12637	3	0	0.17	-3.77
Zm00001d041908	12638	6	0	1.06	1.02
Zm00001d041919	12645	4	0	0	4.91
Zm00001d000619	12648	5	0	0.78	-0.25
Zm00001d041925	12649	0	0	-0.91	-1.51
Zm00001d041927	12651	6	0	4.68	4.59
Zm00001d041929	12652	5	0	4.95	0
Zm00001d041935	12654	7	0	1.16	3.79
Zm00001d041938	12655	2	0	-0.99	0.42
Zm00001d041941	12657	6	0	4.94	6.01
Zm00001d041951	12663	3	0	0.52	-0.67
Zm00001d041958	12669	5	0	6.67	1.81
Zm00001d041959	12670	3	0	1.92	-5.83
Zm00001d041960	12671	1	0	-1.26	-1.13
Zm00001d041964	12675	3	0	0.37	-2.04
Zm00001d041965	12676	4	0	-0.9	2.48
Zm00001d041972	12680	5	0	5.24	1.43
Zm00001d041981	12683	3	0	0.66	-7.09
Zm00001d041985	12686	3	0	-1.17	-5.09
ENSRNA049474492	12687	2	0	-4.77	-0.86
Zm00001d041990	12690	3	0	-0.31	-1.35
Zm00001d041997	12696	7	0	0.8	1.49
Zm00001d042003	12698	5	0	4.95	0
Zm00001d000625	12700	7	0	0.53	1.42
Zm00001d042010	12702	4	0	0	5.5
Zm00001d042011	12703	7	0	2.42	4.06
Zm00001d042013	12704	3	0	0.4	-1.47
Zm00001d042019	12709	7	0	4.27	7.17
Zm00001d042022	12710	7	0	4.93	7.28
Zm00001d042023	12711	2	0	-0.86	0.26
Zm00001d042030	12717	7	0	1.75	4.36
Zm00001d042031	12718	0	0	-0.68	-1.47
Zm00001d042041	12724	3	0	-0.46	-3.16
Zm00001d042042	12725	7	0	1.82	3.12
Zm00001d042049	12729	6	0	3.22	3.49
Zm00001d042050	12730	7	0	0.81	1.88
Zm00001d042052	12732	5	0	0.82	-0.5
Zm00001d042054	12733	6	0	1.16	1.01
Zm00001d042056	12735	3	0	0.47	-1.83
Zm00001d042057	12736	7	0	1.43	4.01
Zm00001d042060	12739	3	0	0.09	-1.64
Zm00001d042062	12741	6	0	3.93	4.54
Zm00001d042063	12742	3	0	0.12	-1.7
Zm00001d042077	12748	1	0	-2.14	-2.13
Zm00001d042082	12751	3	0	1.15	-3.77
Zm00001d042087	12753	3	0	-0.84	-3.96
Zm00001d042089	12755	4	0	-0.18	1.07
Zm00001d042094	12760	3	0	0.75	-1.82
Zm00001d042095	12761	3	0	1.33	-3.54
Zm00001d042096	12762	5	0	1.91	-1.05
Zm00001d042099	12764	0	0	-1.94	-5.87
Zm00001d042102	12765	5	0	1.01	-0.25
Zm00001d042104	12766	3	0	1.01	-1.11
Zm00001d042114	12770	7	0	0.51	1.43
Zm00001d042116	12771	3	0	-0.11	-1.13
Zm00001d042122	12774	0	0	-0.41	-1.32
Zm00001d042123	12775	3	0	0.63	-1.63
Zm00001d042125	12776	2	0	-2.24	-0.26
Zm00001d042135	12784	2	0	-5.94	1.06
Zm00001d042138	12787	3	0	0.36	-3.95
Zm00001d042142	12788	3	0	-0.41	-1.97
Zm00001d042144	12789	6	0	3.45	3.3
Zm00001d000629	12790	5	0	5.52	0
Zm00001d042147	12792	5	0	1.19	0.26
Zm00001d042151	12794	3	0	0.15	-0.86
Zm00001d042152	12795	6	0	1.17	0.67
Zm00001d042153	12796	0	0	-0.96	-1.36
Zm00001d042160	12799	1	0	-5.3	-5.3
Zm00001d042164	12800	2	0	-7.63	-3.72
Zm00001d042169	12803	5	0	2.58	0.78
Zm00001d042172	12804	5	0	4.93	0
Zm00001d042173	12805	3	0	0.65	-0.91
Zm00001d042175	12806	3	0	0.49	-3.77
Zm00001d042178	12807	6	0	4.95	4.14
Zm00001d042179	12808	3	0	0.91	-2.12
Zm00001d042182	12810	6	0	2.05	1.54
Zm00001d042192	12816	1	0	-1.04	-1.06
Zm00001d042202	12818	0	0	-2.94	-6.87
ENSRNA049457777	12819	2	0	-1.09	0.29
ENSRNA049457729	12820	2	0	-1.48	-0.61
ENSRNA049457749	12821	2	0	-1.3	-0.42
Zm00001d042205	12822	2	0	-4.24	0.67
Zm00001d042207	12823	3	0	-0.45	-2.44
Zm00001d042209	12824	6	0	1.18	1.44
Zm00001d042210	12825	5	0	1.49	0.21
Zm00001d042214	12830	3	0	-0.1	-1.35
Zm00001d042216	12832	3	0	0.68	-0.73
Zm00001d042217	12833	7	0	0.67	2.16
Zm00001d042218	12834	5	0	5.27	0
Zm00001d042225	12835	7	0	1.85	5.89
Zm00001d042226	12836	1	0	-2.13	-1.5
Zm00001d042228	12837	6	0	3.93	4.14
Zm00001d042229	12838	1	0	-1.54	-1.13
Zm00001d042231	12839	1	0	-1.41	-1.2
Zm00001d042239	12842	0	0	-1.3	-2.47
Zm00001d042243	12844	4	0	-1.26	1.76
Zm00001d042244	12845	4	0	-0.19	0.93
Zm00001d042246	12847	1	0	-5.3	-5.3
Zm00001d042256	12849	3	0	0.2	-1.23
Zm00001d042258	12851	2	0	-2.03	0.27
Zm00001d042263	12854	7	0	0.75	1.84
Zm00001d042268	12858	4	0	0.27	1.94
Zm00001d042270	12860	3	0	0.7	-1.01
Zm00001d042271	12861	0	0	-0.55	-1.58
Zm00001d042275	12864	5	0	2.35	0.59
Zm00001d000634	12873	5	0	4.94	0
Zm00001d042285	12874	6	0	1.04	1
Zm00001d042288	12877	7	0	0.55	1.85
Zm00001d042289	12878	4	0	0.16	1.29
Zm00001d042293	12881	3	0	0.45	-3.98
Zm00001d000636	12882	3	0	-0.3	-4.24
Zm00001d042304	12885	6	0	4.27	3.91
Zm00001d042307	12888	0	0	-1.51	-4.23
Zm00001d042319	12895	7	0	1.39	4.04
Zm00001d042322	12896	1	0	-3.39	-3.96
Zm00001d000638	12898	3	0	-0.3	-4.24
Zm00001d042336	12905	0	0	-2.18	-4.27
Zm00001d042337	12906	5	0	4.84	1.81
Zm00001d042345	12912	0	0	-0.79	-1.99
Zm00001d000639	12918	7	0	3.93	7.08
Zm00001d042359	12922	5	0	1.26	-0.27
Zm00001d042361	12923	3	0	-0.04	-1.85
Zm00001d042371	12930	3	0	0.55	-5.09
Zm00001d042376	12933	3	0	1.18	-2.39
Zm00001d000640	12934	0	0	-1.97	-6.23
Zm00001d042379	12935	5	0	5.53	0
Zm00001d042381	12937	5	0	6.11	0
Zm00001d042382	12938	4	0	0	6.46
Zm00001d042386	12939	7	0	5.93	11.78
Zm00001d042388	12940	3	0	0.75	-0.97
Zm00001d042392	12942	7	0	0.75	1.3
Zm00001d042399	12949	1	0	-1.12	-1.17
Zm00001d042403	12952	5	0	1.89	0.56
Zm00001d042420	12956	2	0	-6.03	-1.11
Zm00001d042425	12958	6	0	1.96	1.83
Zm00001d042426	12959	4	0	0.08	1.05
Zm00001d042445	12971	3	0	-0.66	-4.56
Zm00001d042446	12972	6	0	7.15	6.03
Zm00001d042447	12973	5	0	1.19	-0.67
Zm00001d042448	12974	3	0	0.91	-6.56
Zm00001d042453	12978	2	0	-1.38	0.58
Zm00001d042455	12980	6	0	1.23	1.51
Zm00001d042460	12981	3	0	-0.09	-8.56
Zm00001d042461	12982	1	0	-5.36	-5.36
Zm00001d042471	12988	6	0	4.95	5.14
Zm00001d042472	12989	6	0	7.33	5.36
Zm00001d042473	12990	0	0	-0.87	-1.8
Zm00001d042481	12997	7	0	3.93	7.21
Zm00001d042482	12998	3	0	0.74	-1.1
Zm00001d042486	12999	7	0	3.95	5.91
Zm00001d042492	13003	3	0	1.06	-2.73
Zm00001d042493	13004	1	0	-5.36	-5.36
Zm00001d042498	13006	3	0	0.32	-0.77
Zm00001d042500	13008	4	0	-0.24	0.99
Zm00001d042504	13010	6	0	1.79	2.42
Zm00001d042506	13012	4	0	-0.13	0.94
Zm00001d042514	13018	1	0	-4.77	-4.77
Zm00001d042527	13024	3	0	0.03	-1.4
Zm00001d042534	13028	4	0	-0.43	1.51
Zm00001d042540	13031	5	0	1.17	-0.14
Zm00001d042541	13032	3	0	0.08	-1.45
Zm00001d042543	13033	3	0	-0.01	-1.01
Zm00001d042549	13034	4	0	-0.12	1
Zm00001d042551	13036	2	0	-0.94	0.72
Zm00001d042553	13037	6	0	7.64	3.91
Zm00001d042554	13038	4	0	-0.68	2.39
Zm00001d042556	13040	3	0	4.51	-5.77
Zm00001d042560	13042	7	0	1.75	2.53
Zm00001d042567	13043	6	0	1.39	0.82
Zm00001d042572	13045	6	0	1.11	1.16
Zm00001d042573	13046	5	0	1.93	-0.86
Zm00001d042574	13047	3	0	0.12	-1.32
Zm00001d042580	13050	4	0	0	6.87
Zm00001d042591	13058	6	0	7.92	9.09
Zm00001d042593	13059	3	0	-0.19	-3
Zm00001d042594	13060	5	0	5.75	0
Zm00001d042603	13067	7	0	0.55	1.07
Zm00001d042611	13072	3	0	-0.23	-2.07
Zm00001d042618	13076	7	0	0.74	1.12
Zm00001d042619	13077	6	0	5.53	5.54
Zm00001d042627	13083	7	0	0.47	1.5
Zm00001d042630	13084	3	0	0.58	-4.36
Zm00001d042631	13085	3	0	0.02	-5.24
Zm00001d042634	13087	7	0	0.45	1.06
Zm00001d042636	13088	7	0	2.48	4.25
Zm00001d042641	13092	6	0	8.24	8.33
Zm00001d042644	13095	5	0	1.17	0.19
Zm00001d042645	13096	3	0	0.36	-1.03
Zm00001d042646	13097	6	0	1.74	1.79
Zm00001d042651	13098	3	0	-0.18	-1.68
Zm00001d042652	13099	3	0	0.12	-1.62
Zm00001d042653	13100	7	0	0.69	1.24
Zm00001d042658	13102	5	0	1.16	0.38
Zm00001d042665	13109	6	0	2.12	2.28
Zm00001d042675	13114	6	0	2.97	3.44
Zm00001d042680	13116	7	0	2.6	4.4
Zm00001d042683	13117	5	0	8.92	0
Zm00001d042684	13118	6	0	6.2	6.37
Zm00001d042692	13123	7	0	3.95	7.63
Zm00001d042694	13124	3	0	0.29	-0.93
Zm00001d042697	13126	4	0	0	5.26
Zm00001d042710	13131	1	0	-3.44	-1.9
Zm00001d042727	13146	7	0	1.27	3.14
Zm00001d042731	13149	0	0	-0.86	-2.72
Zm00001d042735	13150	3	0	0.06	-2.05
Zm00001d042736	13151	1	0	-5.94	-5.94
Zm00001d042740	13152	3	0	2.1	-3.01
Zm00001d000655	13154	6	0	4.93	4.14
Zm00001d042749	13156	3	0	0.16	-5.77
Zm00001d042751	13158	6	0	2.28	1.27
Zm00001d042752	13159	7	0	0.53	1.01
Zm00001d042753	13160	4	0	-0.47	1.31
Zm00001d042754	13161	3	0	-1.38	-5.3
Zm00001d042756	13163	3	0	0.47	-0.67
Zm00001d042763	13167	0	0	-0.69	-1.01
Zm00001d042767	13171	5	0	2.72	0.95
Zm00001d042768	13172	3	0	-0.66	-3.24
Zm00001d042771	13173	3	0	0.11	-1.58
Zm00001d042772	13174	2	0	-0.88	0.13
Zm00001d042773	13175	0	0	-3.3	-9.56
Zm00001d042775	13177	4	0	-0.12	2.01
Zm00001d042776	13178	1	0	-1.42	-1.05
Zm00001d042779	13181	5	0	1.32	0.52
Zm00001d042780	13182	6	0	4.59	3.73
Zm00001d042781	13183	7	0	4.27	7.3
Zm00001d042783	13184	2	0	-3.77	0.37
Zm00001d042791	13188	1	0	-1.51	-1.09
Zm00001d042799	13194	5	0	1.76	-1.08
Zm00001d042801	13196	2	0	-4.77	0.73
Zm00001d042811	13203	5	0	1.78	0.82
Zm00001d042812	13204	7	0	0.97	2.58
Zm00001d042813	13205	6	0	1.84	2.34
Zm00001d042814	13206	5	0	5.75	0
Zm00001d042821	13208	3	0	0.7	-4.24
Zm00001d042828	13211	5	0	3.8	1.26
Zm00001d042830	13212	2	0	-1.14	0.36
Zm00001d042832	13213	3	0	0.14	-7.95
Zm00001d042837	13215	7	0	0.69	1.43
Zm00001d042840	13216	6	0	3.95	3.91
Zm00001d042842	13218	7	0	1.09	2.3
Zm00001d042848	13223	5	0	1.51	0.18
Zm00001d000657	13226	3	0	0.57	-4.36
Zm00001d042856	13228	4	0	0	6.33
Zm00001d042857	13229	7	0	2.4	5.35
Zm00001d042861	13230	5	0	0.53	-0.5
Zm00001d042862	13231	5	0	1.32	-0.04
Zm00001d042863	13232	6	0	2.3	1.35
Zm00001d000660	13234	2	0	-1.93	0.16
Zm00001d042864	13235	5	0	1.26	-1.14
Zm00001d042868	13237	3	0	0.33	-0.9
Zm00001d042875	13242	2	0	-2.56	2.3
Zm00001d000662	13246	7	0	4.27	6.45
Zm00001d042886	13250	3	0	0.36	-1.43
Zm00001d042892	13253	3	0	0.96	-2.98
Zm00001d042898	13254	5	0	1.63	-0.87
Zm00001d042899	13255	4	0	0.23	1.98
Zm00001d042900	13256	3	0	1.63	-5.77
Zm00001d042901	13257	3	0	-0.41	-4.36
Zm00001d042903	13259	1	0	-5.36	-5.36
Zm00001d042912	13265	5	0	2.77	1.13
Zm00001d042914	13266	3	0	-0.19	-2.35
Zm00001d042915	13267	1	0	-5.87	-5.87
Zm00001d042917	13269	5	0	1.42	0.58
Zm00001d042918	13270	6	0	1.08	1.27
Zm00001d000665	13272	1	0	-5.36	-5.36
Zm00001d042926	13277	5	0	2.81	0.5
Zm00001d042927	13278	3	0	0.7	-4.24
Zm00001d042928	13279	5	0	6.58	0
Zm00001d042932	13283	3	0	0.07	-2.32
Zm00001d042933	13284	6	0	2.22	1.42
Zm00001d042934	13285	4	0	-0.32	0.69
Zm00001d042935	13286	2	0	-0.63	0.4
Zm00001d042936	13287	6	0	5.93	6.99
Zm00001d042940	13290	3	0	0.74	-1.63
Zm00001d042941	13291	4	0	-0.41	1.19
Zm00001d000666	13292	2	0	-4.77	1.18
Zm00001d042949	13295	5	0	5.11	0
Zm00001d042951	13297	4	0	0	5.5
Zm00001d042953	13299	5	0	2.45	1.05
Zm00001d042955	13301	5	0	1.26	0.37
Zm00001d042961	13304	7	0	0.65	1.19
Zm00001d000667	13306	5	0	1.98	0.37
Zm00001d042964	13307	3	0	-0.09	-2.8
Zm00001d042967	13310	0	0	-0.73	-1.25
Zm00001d042970	13313	3	0	-0.09	-4.36
Zm00001d042972	13314	7	0	0.75	2.67
Zm00001d042975	13317	4	0	-0.29	1.01
Zm00001d042980	13322	6	0	7.79	3.91
Zm00001d042983	13323	1	0	-6.92	-6.92
Zm00001d042993	13325	3	0	0.28	-1.98
Zm00001d042996	13326	4	0	0.1	1.69
Zm00001d042999	13329	7	0	0.7	1.02
Zm00001d043011	13332	6	0	6.94	4.54
Zm00001d043014	13334	7	0	2.63	6.26
Zm00001d043019	13338	4	0	0	5.58
Zm00001d043024	13341	5	0	1.54	-0.06
Zm00001d043025	13342	5	0	1.01	-0.25
Zm00001d043031	13345	7	0	1.7	3.3
Zm00001d043036	13346	5	0	0.99	-0.95
Zm00001d043039	13348	6	0	1.21	0.62
Zm00001d043043	13349	3	0	0.42	-0.94
Zm00001d043044	13350	3	0	0.43	-7.91
Zm00001d043046	13352	0	0	-1.71	-2.38
Zm00001d043047	13353	3	0	-0.46	-2.57
Zm00001d043048	13354	1	0	-5.58	-5.58
Zm00001d043049	13355	3	0	0.99	-1.54
Zm00001d043050	13356	4	0	-0.3	2.15
Zm00001d043053	13358	3	0	1.16	-4.36
Zm00001d043057	13360	6	0	6.75	3.91
Zm00001d000671	13361	4	0	0.04	1.13
Zm00001d043059	13363	4	0	-0.22	1.25
Zm00001d043060	13364	3	0	0.42	-0.78
Zm00001d043062	13365	5	0	0.59	-0.55
Zm00001d043063	13366	2	0	-5.09	2.08
Zm00001d043064	13367	3	0	-0.66	-3.23
Zm00001d043066	13368	5	0	2.56	1.26
Zm00001d043069	13371	3	0	-1.26	-6.77
Zm00001d043072	13374	5	0	4.93	0
Zm00001d043073	13375	5	0	6.32	0
Zm00001d043077	13379	3	0	-1.42	-5.69
Zm00001d043087	13385	4	0	-0.14	0.93
Zm00001d043088	13386	6	0	1.17	0.93
Zm00001d043089	13387	3	0	0.46	-0.9
Zm00001d043091	13388	3	0	0.71	-0.89
Zm00001d000673	13396	1	0	-5.24	-5.24
Zm00001d000674	13397	5	0	1.68	0.56
Zm00001d043105	13401	5	0	1.01	-0.21
Zm00001d043106	13402	3	0	-0.24	-1.75
Zm00001d043116	13409	5	0	1.38	0.3
Zm00001d043121	13413	4	0	0	6.54
Zm00001d043124	13414	6	0	4.27	4.91
Zm00001d043131	13419	4	0	-0.41	0.65
Zm00001d043136	13422	3	0	0.06	-1.14
Zm00001d043138	13424	6	0	1.64	1.12
Zm00001d043139	13425	6	0	4.95	4.54
Zm00001d043140	13426	3	0	0.77	-0.79
Zm00001d043144	13430	3	0	0.34	-1.01
Zm00001d043148	13434	3	0	-1.08	-5.03
Zm00001d043153	13437	6	0	1.45	1.07
Zm00001d043156	13439	7	0	0.29	1.08
Zm00001d043160	13443	3	0	0.4	-0.83
Zm00001d043166	13446	3	0	0.88	-1.45
Zm00001d043167	13447	6	0	4.51	2.87
Zm00001d043168	13448	6	0	2.94	1.93
Zm00001d043174	13450	5	0	0.68	-0.56
Zm00001d043180	13453	3	0	0.78	-2.61
Zm00001d043190	13460	6	0	1.26	1.21
Zm00001d043196	13465	7	0	0.41	1.1
Zm00001d043199	13468	5	0	1.88	0.24
Zm00001d043200	13469	3	0	1.13	-1.4
Zm00001d043202	13471	6	0	6.51	3.91
Zm00001d000675	13472	3	0	-0.06	-1.98
Zm00001d043209	13476	3	0	-0.09	-4.36
Zm00001d043220	13479	3	0	-0.31	-1.52
Zm00001d043222	13481	3	0	1.46	-6.71
Zm00001d043223	13482	5	0	1	0.3
Zm00001d043231	13488	0	0	-1.88	-2.9
Zm00001d043232	13489	0	0	-1.79	-2.92
Zm00001d043234	13491	4	0	-1.98	2.47
Zm00001d043235	13492	2	0	-2.02	-0.68
Zm00001d043238	13493	7	0	1.34	2.06
Zm00001d043240	13495	2	0	-1.22	0.39
Zm00001d043242	13496	5	0	5.53	0
Zm00001d043244	13498	5	0	6.79	0
Zm00001d043248	13499	2	0	-5.36	-1.44
Zm00001d043252	13501	6	0	3.74	4.93
Zm00001d043256	13504	0	0	-2.76	-6.04
Zm00001d043257	13505	5	0	1.05	-0.57
Zm00001d043260	13508	1	0	-4.77	-4.77
Zm00001d043262	13510	6	0	5.11	5.14
Zm00001d043263	13511	3	0	-0.14	-1.06
Zm00001d043265	13513	4	0	0	4.91
Zm00001d043266	13514	3	0	-0.1	-1.19
Zm00001d043267	13515	3	0	-0.02	-1.05
Zm00001d043271	13519	3	0	0.75	-1.64
Zm00001d043273	13521	3	0	0.5	-0.9
Zm00001d043274	13522	3	0	0.36	-0.68
Zm00001d043276	13524	7	0	2	2.96
Zm00001d043278	13526	0	0	-1.02	-2.05
Zm00001d043282	13528	6	0	4.93	4.91
