Gene Symbol	SPOT	Profile	6d-average	7d-average	8d-average
Zm00001d043291	13536	0	0	-0.87	-2.3
Zm00001d043296	13541	6	0	0.97	1.09
Zm00001d043298	13542	3	0	0.38	-0.76
Zm00001d043299	13543	6	0	3.28	3.45
Zm00001d043300	13544	4	0	0.57	3.45
Zm00001d043302	13546	6	0	4.07	2.13
Zm00001d043316	13554	1	0	-2.98	-2.76
Zm00001d043323	13559	0	0	-1.44	-2.06
Zm00001d043325	13561	4	0	0.01	1.23
Zm00001d043327	13562	4	0	-0.54	0.82
Zm00001d043333	13566	5	0	7.46	0
Zm00001d043336	13568	3	0	0.43	-1.44
Zm00001d043338	13570	5	0	0.77	-0.57
Zm00001d043340	13572	5	0	1.66	-0.5
Zm00001d043342	13574	3	0	0.8	-0.88
Zm00001d043344	13575	6	0	3.95	3.91
Zm00001d043350	13578	4	0	-0.81	3.25
Zm00001d000680	13579	6	0	2.33	2.09
Zm00001d043357	13583	0	0	-1.65	-3.64
Zm00001d043361	13587	6	0	6.53	6.43
Zm00001d043366	13590	2	0	-4.36	-0.22
Zm00001d043371	13595	6	0	1.47	0.98
Zm00001d043374	13596	6	0	1.21	1.11
Zm00001d043375	13597	6	0	2.04	1.39
Zm00001d043383	13602	3	0	-1.2	-6.73
Zm00001d043390	13607	6	0	2.08	1.83
Zm00001d043393	13610	3	0	0.35	-8.73
Zm00001d043399	13612	6	0	2.52	1.88
Zm00001d043405	13617	4	0	-0.54	1.32
Zm00001d043411	13621	5	0	1.65	-0.21
Zm00001d043413	13622	3	0	-0.17	-1.42
Zm00001d043419	13625	4	0	0	5.14
Zm00001d043422	13628	3	0	0.49	-1.43
Zm00001d043423	13629	4	0	0	7.18
Zm00001d043430	13634	3	0	0.87	-1.32
Zm00001d043442	13640	2	0	-1.79	-0.19
Zm00001d043443	13641	5	0	1.27	-0.8
Zm00001d043444	13642	3	0	0.05	-1.37
Zm00001d000683	13644	0	0	-0.76	-1.14
Zm00001d043447	13646	6	0	2.75	2
Zm00001d043453	13651	0	0	-1.3	-2.09
Zm00001d043455	13653	4	0	-0.59	1.64
Zm00001d043456	13654	3	0	0.47	-0.72
Zm00001d043463	13658	6	0	6.79	6.13
Zm00001d043464	13659	6	0	2.41	1.84
Zm00001d043470	13665	7	0	0.73	1.25
Zm00001d043474	13667	7	0	1.21	1.93
Zm00001d043477	13668	6	0	1.73	2.11
Zm00001d043478	13669	6	0	1.04	0.77
Zm00001d043479	13670	6	0	2.62	2.9
Zm00001d043480	13671	3	0	0.54	-1.16
Zm00001d043486	13675	6	0	7.49	4.91
Zm00001d043490	13677	5	0	2.26	0.6
Zm00001d043491	13678	3	0	0.55	-1.67
Zm00001d043495	13681	3	0	-1.09	-5.36
Zm00001d043498	13683	2	0	-1.38	-0.39
Zm00001d043500	13684	2	0	-0.71	0.36
Zm00001d043503	13686	4	0	0.28	3.67
Zm00001d043509	13690	7	0	2.33	3.63
Zm00001d043512	13693	6	0	2.25	2.01
Zm00001d043515	13696	5	0	2.21	0.96
Zm00001d043520	13700	3	0	-0.27	-1.35
Zm00001d043522	13701	5	0	1.33	-1.1
Zm00001d043525	13704	3	0	-0.37	-2.43
Zm00001d043535	13710	1	0	-1.01	-1.1
Zm00001d043536	13711	6	0	1.92	1.18
Zm00001d043540	13714	3	0	0.47	-1.01
Zm00001d043544	13716	3	0	0.04	-1.09
Zm00001d043550	13720	3	0	0.81	-1.09
Zm00001d043563	13729	0	0	-0.48	-1.05
Zm00001d043564	13730	4	0	-0.19	1.46
Zm00001d043573	13735	5	0	0.72	-0.63
Zm00001d043579	13738	6	0	6.7	8.02
Zm00001d043581	13740	3	0	1.09	-3.18
Zm00001d043584	13741	3	0	0.33	-1.4
Zm00001d043585	13742	3	0	-0.83	-4.77
Zm00001d043586	13743	4	0	0.27	1.3
Zm00001d043587	13744	5	0	0.96	-0.47
Zm00001d043588	13745	5	0	2.01	0.35
Zm00001d043589	13746	3	0	-0.1	-1.06
Zm00001d043590	13747	3	0	-0.08	-3.53
Zm00001d043591	13748	4	0	0	6.1
Zm00001d043607	13757	0	0	-0.43	-1.48
Zm00001d043610	13759	0	0	-0.93	-2.74
Zm00001d043614	13762	3	0	3.75	-3.77
Zm00001d043615	13763	7	0	0.96	3.42
Zm00001d043616	13764	1	0	-2.4	-2.66
Zm00001d043617	13765	0	0	-3.08	-7.03
Zm00001d043618	13766	3	0	0.34	-1.62
Zm00001d043621	13769	3	0	-0.69	-3.9
Zm00001d000686	13770	2	0	-1.09	-0.22
Zm00001d043622	13771	3	0	0.5	-5.03
Zm00001d043623	13772	4	0	0	5.14
Zm00001d043634	13776	3	0	-0.29	-2.9
Zm00001d043648	13777	1	0	-5.36	-5.36
Zm00001d043650	13779	2	0	-1.24	0.16
Zm00001d043651	13780	3	0	1.28	-4.24
Zm00001d043655	13784	5	0	1.04	-0.03
Zm00001d043660	13786	7	0	5.27	7.42
Zm00001d043661	13787	4	0	-0.44	0.65
Zm00001d043662	13788	7	0	1.16	1.63
Zm00001d043663	13789	3	0	1.26	-4.77
Zm00001d043665	13790	3	0	0.6	-2.85
Zm00001d043668	13793	1	0	-4.77	-4.77
Zm00001d043672	13795	3	0	-0.43	-5.94
Zm00001d043674	13796	5	0	1.32	0.42
Zm00001d043676	13798	5	0	1.49	0.47
Zm00001d043680	13799	0	0	-0.7	-2.06
Zm00001d043681	13800	1	0	-1.92	-1.65
Zm00001d043683	13802	7	0	0.83	1.33
Zm00001d043687	13805	6	0	8.2	6.65
Zm00001d043691	13806	3	0	0.16	-0.87
Zm00001d000688	13812	1	0	-2.61	-3.2
Zm00001d043699	13813	1	0	-2.11	-2.4
Zm00001d043702	13816	3	0	-0.03	-1.29
Zm00001d043708	13821	6	0	1.17	0.8
Zm00001d043709	13822	5	0	1.07	-0.27
Zm00001d043710	13823	1	0	-1.32	-1.31
Zm00001d043713	13824	3	0	0.2	-1.02
Zm00001d043714	13825	2	0	-4.77	1.36
Zm00001d043715	13826	1	0	-1.04	-1.14
Zm00001d043716	13827	1	0	-1.3	-1.24
Zm00001d043719	13828	0	0	-0.84	-3.07
Zm00001d043722	13830	5	0	1.21	0.28
Zm00001d043729	13835	6	0	3.89	4.29
Zm00001d043730	13836	6	0	2.03	1.77
Zm00001d043734	13838	3	0	0.34	-2.09
Zm00001d043735	13839	4	0	-0.48	1.07
Zm00001d043737	13841	4	0	-0.28	3.68
Zm00001d043738	13842	6	0	4.33	3.01
Zm00001d043739	13843	7	0	0.39	1.06
Zm00001d043741	13845	5	0	1	-0.33
Zm00001d043742	13846	3	0	0.83	-1.03
ENSRNA049474470	13849	6	0	1.38	1.43
Zm00001d043752	13852	3	0	0.99	-1.84
Zm00001d043759	13854	3	0	0.91	-4.36
Zm00001d043762	13855	3	0	0.51	-1.52
Zm00001d000689	13862	2	0	-0.72	0.64
Zm00001d043778	13865	6	0	1.25	1.2
Zm00001d043781	13868	6	0	2.16	2.22
Zm00001d043786	13872	5	0	2.1	-0.44
Zm00001d043789	13874	3	0	0.65	-1.31
Zm00001d043794	13875	3	0	-1.32	-5.24
Zm00001d043795	13876	5	0	1.52	-1.32
Zm00001d043796	13877	5	0	1.76	0.39
Zm00001d043798	13879	5	0	6.25	0
Zm00001d043799	13880	1	0	-6.33	-6.33
Zm00001d043800	13881	7	0	0.92	1.48
Zm00001d043804	13884	6	0	1.2	1.01
Zm00001d043806	13886	5	0	0.6	-0.45
Zm00001d043808	13888	5	0	0.83	-0.52
Zm00001d043812	13890	3	0	0.19	-3.49
Zm00001d043828	13896	6	0	1.27	1.03
Zm00001d043837	13901	6	0	7.52	6.98
Zm00001d043839	13903	3	0	0.03	-1
Zm00001d043844	13908	5	0	1.34	0.14
Zm00001d000696	13909	1	0	-2.49	-1.49
Zm00001d043851	13913	3	0	-0.27	-1.46
Zm00001d043852	13914	3	0	0.4	-1.94
Zm00001d043853	13915	5	0	1.5	0.33
Zm00001d043860	13920	2	0	-1.03	-0.04
Zm00001d043864	13924	4	0	0.3	2.18
Zm00001d043868	13925	5	0	0.89	-0.16
Zm00001d043870	13926	5	0	4.93	0
Zm00001d043871	13927	5	0	6.99	0
Zm00001d043875	13928	3	0	0.34	-1.06
Zm00001d043880	13932	6	0	1.4	1.22
ENSRNA049472180	13935	7	0	0.69	2.29
Zm00001d043889	13936	0	0	-1.7	-4.48
Zm00001d043890	13937	4	0	0.25	1.45
Zm00001d043898	13940	5	0	1.63	-0.05
Zm00001d043904	13944	3	0	1.05	-1.53
Zm00001d000698	13948	1	0	-5.24	-5.24
Zm00001d043912	13951	6	0	5.86	5.97
Zm00001d043921	13955	4	0	0.07	1.12
Zm00001d043923	13957	7	0	1.09	2.78
Zm00001d043930	13961	6	0	5.51	5.91
Zm00001d043931	13962	6	0	1.7	1.41
Zm00001d043934	13964	0	0	-0.32	-1.03
Zm00001d043937	13966	5	0	1.09	-0.18
Zm00001d043943	13970	4	0	-1.2	2.44
Zm00001d043944	13971	4	0	0.29	3.31
Zm00001d043947	13974	0	0	-1.03	-1.71
Zm00001d043949	13976	5	0	4.93	0
Zm00001d043950	13977	6	0	3.82	2.18
Zm00001d043959	13981	7	0	0.93	1.69
Zm00001d043965	13984	5	0	3.56	-1.04
Zm00001d043968	13985	5	0	0.86	-0.33
Zm00001d043969	13986	3	0	-0.66	-5.77
Zm00001d043970	13987	3	0	0.12	-1.85
Zm00001d043973	13990	5	0	1.13	-0.69
Zm00001d043985	13996	7	0	1.69	3.93
Zm00001d043988	13998	5	0	3.15	0.63
Zm00001d043989	13999	4	0	-0.22	1.32
Zm00001d043992	14002	5	0	1.81	0.72
Zm00001d043994	14004	5	0	1.56	0.09
Zm00001d043998	14006	4	0	0.12	1.21
Zm00001d000700	14007	5	0	6.89	0
Zm00001d044004	14008	3	0	0.25	-1.99
Zm00001d044005	14009	3	0	0.48	-0.96
Zm00001d044008	14010	3	0	-0.03	-1.07
Zm00001d044010	14011	4	0	0	6.98
Zm00001d044015	14012	7	0	1.88	5.18
Zm00001d044017	14014	7	0	0.53	1.27
Zm00001d044018	14015	7	0	1.09	1.64
Zm00001d044024	14021	6	0	1.88	2.32
Zm00001d044028	14023	3	0	-0.59	-2.33
Zm00001d044030	14024	3	0	-0.51	-2.29
Zm00001d044034	14026	5	0	1.39	0.56
Zm00001d044037	14029	6	0	1.21	0.93
Zm00001d044040	14031	4	0	0	8.43
Zm00001d044045	14034	5	0	1.06	-0.05
Zm00001d000703	14036	2	0	-7.16	0.47
Zm00001d000704	14037	2	0	-5.94	-1.4
Zm00001d044049	14038	5	0	6.33	0
Zm00001d044050	14039	0	0	-1.67	-3.01
Zm00001d044056	14041	4	0	-0.4	1.92
Zm00001d044058	14043	3	0	-0.98	-5.24
Zm00001d044059	14044	3	0	-0.33	-1.32
Zm00001d044068	14048	6	0	0.88	1.13
Zm00001d044069	14049	3	0	-0.31	-3.67
Zm00001d044074	14052	5	0	5.85	0
Zm00001d044075	14053	6	0	7.14	4.91
Zm00001d044076	14054	6	0	4.45	2.64
Zm00001d044078	14055	5	0	3.46	1.68
Zm00001d044079	14056	4	0	-0.75	1.06
Zm00001d044080	14057	6	0	1.69	0.9
Zm00001d044081	14058	5	0	2.42	-0.01
Zm00001d000706	14059	5	0	2.14	0.45
Zm00001d044083	14060	5	0	1.49	-0.6
Zm00001d044087	14062	1	0	-6.03	-6.03
Zm00001d044091	14066	7	0	0.35	1.1
Zm00001d044092	14067	5	0	1.11	-0.04
Zm00001d044093	14068	7	0	0.47	1.5
Zm00001d044094	14069	5	0	1.6	0.61
Zm00001d044095	14070	0	0	-1.55	-3.21
Zm00001d044096	14071	3	0	0.36	-2.03
Zm00001d044099	14072	6	0	1.92	1.93
Zm00001d044100	14073	6	0	1	0.59
Zm00001d044103	14076	4	0	-0.59	0.59
Zm00001d044104	14077	3	0	0.52	-0.84
Zm00001d044105	14078	5	0	1.42	0.49
Zm00001d044106	14079	5	0	1.89	0.23
Zm00001d044109	14080	5	0	1.62	-1.41
Zm00001d044110	14081	7	0	1.48	3.25
Zm00001d044111	14082	3	0	0.15	-1.75
Zm00001d044112	14083	7	0	2.8	4.98
Zm00001d044118	14085	3	0	0.18	-1.25
Zm00001d044119	14086	5	0	4.93	0
Zm00001d044120	14087	6	0	4.93	3.91
Zm00001d044121	14088	3	0	0.04	-1.01
Zm00001d044122	14089	5	0	6.61	1.51
Zm00001d044124	14090	5	0	1.97	0.65
Zm00001d044129	14092	7	0	2.18	6.06
Zm00001d044131	14094	5	0	2.54	0.58
Zm00001d044132	14095	4	0	0.13	1.96
Zm00001d044136	14097	3	0	0.97	-1.11
Zm00001d044142	14101	6	0	1.61	1.62
Zm00001d044144	14102	3	0	0.09	-1.42
Zm00001d044146	14103	3	0	1.79	-6.27
Zm00001d044153	14104	3	0	-0.42	-2.9
Zm00001d044156	14105	4	0	-0.51	0.81
Zm00001d044157	14106	3	0	0.69	-1.93
Zm00001d044159	14107	6	0	1.49	0.98
Zm00001d000708	14108	2	0	-3.77	1.97
Zm00001d044167	14110	4	0	-0.36	1.78
Zm00001d044168	14111	5	0	0.7	-0.64
Zm00001d044173	14115	5	0	5.85	0
Zm00001d044176	14117	7	0	2.31	4.14
Zm00001d044177	14118	6	0	6.33	7.52
Zm00001d044181	14120	7	0	1.28	3.01
Zm00001d044182	14121	5	0	3.25	1.62
Zm00001d044184	14123	4	0	0.26	1.28
Zm00001d044187	14126	5	0	1.01	0.31
Zm00001d044190	14129	6	0	1.47	1
Zm00001d044192	14131	6	0	1.32	0.88
Zm00001d044194	14133	6	0	4.95	4.14
Zm00001d044197	14135	4	0	0.4	1.71
Zm00001d044202	14137	6	0	1.16	0.62
Zm00001d044205	14140	4	0	0	5.14
Zm00001d044208	14142	4	0	-0.05	1.54
Zm00001d000710	14148	4	0	0	8.05
Zm00001d044224	14152	4	0	-0.3	0.74
Zm00001d044230	14157	3	0	1.78	-4.24
Zm00001d044239	14160	3	0	0.32	-2.19
Zm00001d044242	14162	4	0	0.7	2.8
Zm00001d044244	14164	0	0	-0.39	-1.36
Zm00001d044245	14165	6	0	1.71	1.35
Zm00001d044253	14170	5	0	1.76	-0.52
Zm00001d044261	14175	6	0	6.98	5.58
Zm00001d044262	14176	1	0	-1.98	-1.4
Zm00001d044263	14177	1	0	-5.36	-5.36
Zm00001d044272	14182	5	0	0.68	-0.64
Zm00001d000716	14186	7	0	0.51	1.16
Zm00001d044275	14187	4	0	0	6.09
Zm00001d044276	14188	6	0	1.6	1.29
Zm00001d044280	14191	5	0	0.69	-0.65
Zm00001d044292	14201	5	0	1.34	-0.86
Zm00001d044293	14202	5	0	1.94	0.76
Zm00001d044308	14210	4	0	0	5.26
Zm00001d044311	14211	3	0	0.49	-3.77
Zm00001d044312	14212	4	0	0.04	1.46
Zm00001d000717	14214	1	0	-1.3	-0.7
Zm00001d044320	14217	3	0	-0.61	-7.5
Zm00001d044327	14220	3	0	0.75	-1.34
Zm00001d044328	14221	3	0	0.23	-1.14
Zm00001d044332	14225	4	0	-0.44	0.71
Zm00001d044334	14227	6	0	6.46	5.26
Zm00001d044339	14231	6	0	8.46	10.19
Zm00001d044340	14232	0	0	-1.91	-3.27
Zm00001d044343	14233	6	0	3.93	3.91
Zm00001d044351	14234	3	0	1.16	-3.77
Zm00001d044352	14235	5	0	4.95	0
Zm00001d044354	14237	3	0	-0.47	-5.58
Zm00001d044362	14240	3	0	0.46	-0.91
Zm00001d044370	14246	1	0	-5.53	-5.53
Zm00001d044371	14247	6	0	6.11	5.14
Zm00001d044372	14248	2	0	-1.41	-0.52
Zm00001d044374	14250	5	0	0.75	-0.72
Zm00001d044376	14251	7	0	4.94	7.05
Zm00001d044378	14252	3	0	0.6	-2.87
Zm00001d044382	14254	3	0	-0.66	-6.68
Zm00001d044385	14255	6	0	1.67	1.65
Zm00001d044395	14264	7	0	0.97	1.4
Zm00001d044404	14265	1	0	-5.3	-5.3
Zm00001d044409	14268	2	0	-1.55	0.22
Zm00001d044411	14270	3	0	-0.25	-1.16
Zm00001d044416	14273	2	0	-0.87	0.17
Zm00001d044419	14276	4	0	-0.25	2.6
Zm00001d044421	14278	0	0	-0.43	-1.53
Zm00001d044427	14282	0	0	-0.83	-1.91
Zm00001d044428	14283	5	0	2.24	-1.18
Zm00001d044436	14290	6	0	2.14	2.11
Zm00001d044452	14299	2	0	-0.85	0.52
Zm00001d044455	14300	1	0	-1.16	-1.34
Zm00001d044460	14304	4	0	0.15	1.36
Zm00001d044466	14309	0	0	-1.78	-2.61
Zm00001d000721	14311	6	0	3.38	3.53
Zm00001d044476	14316	7	0	4.93	8.26
Zm00001d044507	14334	5	0	0.96	-0.22
Zm00001d044517	14341	5	0	1.04	-0.3
Zm00001d044518	14342	5	0	1.04	0.27
Zm00001d044524	14343	6	0	3.93	4.14
Zm00001d044532	14347	3	0	-0.09	-1.89
Zm00001d044533	14348	3	0	-0.22	-2.21
Zm00001d044534	14349	4	0	0	6.95
Zm00001d044535	14350	3	0	-0.3	-5.94
Zm00001d044536	14351	2	0	-3.77	1.14
Zm00001d044538	14353	4	0	-0.51	1.25
Zm00001d044541	14355	3	0	0.19	-2.7
Zm00001d044546	14357	6	0	5.11	4.54
Zm00001d044556	14366	6	0	1.87	1.79
Zm00001d044557	14367	7	0	3.95	6.14
Zm00001d044558	14368	6	0	5.27	4.14
Zm00001d044559	14369	7	0	1.55	3.08
Zm00001d044562	14371	0	0	-1.28	-1.79
Zm00001d044569	14374	6	0	4.27	4.54
Zm00001d000725	14376	3	0	0.2	-0.94
Zm00001d000726	14377	6	0	1.31	1.34
Zm00001d000727	14378	2	0	-4.24	-0.33
Zm00001d044579	14382	0	0	-0.63	-1.66
Zm00001d044580	14383	5	0	1.78	-0.03
Zm00001d044584	14385	7	0	0.87	1.8
Zm00001d044586	14386	3	0	-0.97	-5.02
Zm00001d044588	14387	4	0	0	6.42
Zm00001d044598	14393	7	0	3.93	5.95
Zm00001d044604	14398	1	0	-2.87	-2.09
Zm00001d044605	14399	5	0	3.49	-0.59
Zm00001d044608	14402	5	0	2.05	0.7
Zm00001d044610	14403	6	0	4.27	4.14
Zm00001d044618	14407	1	0	-1.84	-1.59
Zm00001d044624	14412	0	0	-1.92	-5.87
Zm00001d044629	14414	6	0	1.78	1.76
Zm00001d044631	14416	3	0	3.02	-3.77
Zm00001d044639	14420	0	0	-0.86	-1.98
Zm00001d044640	14421	4	0	0.49	3.34
Zm00001d044643	14424	5	0	2.59	1.02
Zm00001d044652	14430	6	0	1.85	1.08
Zm00001d044655	14433	2	0	-1.7	-0.1
Zm00001d044660	14437	2	0	-2.66	-0.94
Zm00001d044662	14438	6	0	9.72	7.22
Zm00001d044664	14440	2	0	-0.69	0.38
Zm00001d044666	14442	6	0	2.78	3.05
Zm00001d044668	14444	5	0	1.59	-0.36
Zm00001d044671	14446	5	0	5.52	0
Zm00001d044675	14450	3	0	-0.41	-4.36
Zm00001d044677	14451	4	0	0	8.82
Zm00001d044685	14452	6	0	5.88	7.34
Zm00001d044686	14453	3	0	0.5	-1.16
Zm00001d044690	14456	3	0	1.08	-2.26
Zm00001d044695	14461	3	0	-0.2	-1.6
Zm00001d044700	14465	0	0	-0.61	-1.8
Zm00001d044702	14467	3	0	-0.76	-4.31
Zm00001d044703	14468	5	0	2.09	0.55
Zm00001d000731	14470	1	0	-5.58	-5.58
Zm00001d044714	14473	3	0	-0.79	-6.3
Zm00001d044716	14475	4	0	0	4.91
Zm00001d012796	14478	3	0	0.86	-4.24
Zm00001d012803	14482	3	0	-1.41	-5.36
Zm00001d012805	14483	5	0	1.06	0.2
Zm00001d012807	14485	3	0	0.77	-1.89
Zm00001d012810	14487	5	0	2.95	0.17
Zm00001d012814	14491	4	0	-0.63	1.5
Zm00001d012833	14508	4	0	0	5.03
Zm00001d012842	14515	6	0	1.8	2.04
Zm00001d012847	14520	7	0	0.59	1.15
Zm00001d012859	14532	3	0	0.2	-1.06
Zm00001d012860	14533	7	0	0.42	1.24
Zm00001d012877	14543	2	0	-6.64	-2.72
Zm00001d012880	14545	3	0	0.27	-1.28
Zm00001d012881	14546	6	0	1.75	0.98
Zm00001d012883	14548	1	0	-2.29	-1.19
Zm00001d012885	14550	1	0	-1.15	-0.92
Zm00001d012889	14554	6	0	2.49	2.45
Zm00001d012894	14559	4	0	0.02	2.85
Zm00001d012897	14562	0	0	-1.42	-2.17
Zm00001d012899	14564	3	0	1.44	-1.9
Zm00001d012900	14565	0	0	-2.3	-7.83
Zm00001d012902	14566	6	0	5.64	6.01
Zm00001d012907	14567	1	0	-6.58	-6.58
Zm00001d012908	14568	2	0	-7.15	-1.57
Zm00001d012909	14569	1	0	-1.2	-1.51
Zm00001d012910	14570	0	0	-0.81	-1.85
Zm00001d012917	14575	6	0	1.76	1.54
Zm00001d012925	14581	1	0	-2.19	-1.59
Zm00001d012928	14582	2	0	-1.26	0.55
Zm00001d012929	14584	6	0	1.07	0.67
Zm00001d012935	14590	3	0	1.21	-2.09
Zm00001d012953	14596	6	0	6.27	5.5
Zm00001d012956	14599	0	0	-0.45	-1.26
ENSRNA049463667	14602	7	0	3.95	6.26
Zm00001d012960	14603	4	0	-0.36	1.04
Zm00001d012962	14605	3	0	0.28	-0.8
Zm00001d012967	14609	6	0	5.75	4.14
Zm00001d012972	14613	6	0	3.72	4.8
Zm00001d012975	14616	3	0	0.79	-6.53
Zm00001d012976	14617	0	0	-0.53	-1.01
Zm00001d012978	14618	2	0	-0.76	0.31
Zm00001d012981	14621	7	0	2.26	3.1
Zm00001d012982	14622	6	0	3.72	2.02
Zm00001d012989	14625	3	0	-0.26	-2.29
Zm00001d012994	14629	6	0	1.45	1.08
Zm00001d013003	14633	5	0	1.02	0.07
ENSRNA049463846	14642	5	0	6.34	0
Zm00001d013013	14644	3	0	0.34	-1.49
Zm00001d013017	14646	4	0	-0.64	1.08
Zm00001d013018	14647	5	0	5.53	0
Zm00001d013020	14649	7	0	1.33	2.48
Zm00001d013021	14650	5	0	4.94	0
Zm00001d013024	14652	2	0	-1.04	0.2
ENSRNA049463813	14654	3	0	0.78	-5.24
Zm00001d013033	14661	7	0	1.31	2.15
Zm00001d013035	14663	6	0	1	1.26
Zm00001d013038	14665	4	0	-1.25	2.88
Zm00001d013039	14666	3	0	0.75	-1.52
Zm00001d013050	14676	5	0	0.81	-0.38
Zm00001d013053	14678	0	0	-0.94	-1.61
Zm00001d013055	14679	2	0	-0.83	0.71
Zm00001d001498	14684	3	0	1.31	-2.41
Zm00001d013063	14687	7	0	0.84	1.94
Zm00001d013070	14692	2	0	-5.09	-0.18
Zm00001d013071	14693	0	0	-0.84	-2.9
Zm00001d013073	14695	4	0	-0.6	0.97
Zm00001d013087	14707	3	0	-0.2	-1.09
Zm00001d013088	14708	1	0	-4.77	-4.77
ENSRNA049463828	14709	4	0	0	6.13
Zm00001d013097	14715	3	0	-0.05	-1.19
Zm00001d013099	14717	3	0	0.68	-2.63
Zm00001d013104	14720	7	0	0.49	1.77
Zm00001d013105	14721	4	0	-0.08	1.15
Zm00001d013107	14722	5	0	1.35	-0.55
Zm00001d013110	14725	3	0	-0.83	-4.77
Zm00001d013114	14728	0	0	-0.99	-1.44
Zm00001d013117	14731	7	0	0.84	2.15
Zm00001d013118	14732	3	0	0.47	-1.13
Zm00001d013130	14739	5	0	1.01	0.3
ENSRNA049463761	14740	4	0	-0.4	0.79
ENSRNA049463738	14741	4	0	-0.54	0.59
Zm00001d013140	14746	2	0	-4.24	1.02
Zm00001d013142	14748	3	0	1.97	-3.77
Zm00001d013143	14749	3	0	-0.34	-1.47
Zm00001d013146	14751	5	0	0.72	-0.71
Zm00001d013150	14753	3	0	0.39	-0.95
Zm00001d013151	14754	3	0	0.11	-1.24
Zm00001d013153	14755	5	0	1.51	0.24
Zm00001d013154	14756	4	0	0.88	3.44
Zm00001d013166	14762	3	0	0.31	-0.72
Zm00001d013167	14763	4	0	0	4.91
Zm00001d013170	14765	7	0	1.67	2.39
Zm00001d013172	14766	6	0	7.02	5.54
Zm00001d013175	14768	6	0	6.74	5.36
Zm00001d013177	14770	3	0	3.98	-5.3
Zm00001d013178	14771	3	0	-0.25	-1.47
Zm00001d013179	14772	3	0	0.37	-0.64
Zm00001d013185	14776	6	0	1.12	1.31
Zm00001d013187	14778	6	0	6.26	3.91
Zm00001d013191	14780	6	0	6.74	6.94
Zm00001d013193	14782	6	0	1.04	0.96
Zm00001d013197	14785	3	0	0.05	-1.83
Zm00001d013199	14786	3	0	-0.43	-4.36
Zm00001d013200	14787	6	0	5.52	6.47
Zm00001d013202	14789	7	0	0.33	1.2
Zm00001d013203	14790	7	0	4.03	5.85
Zm00001d013206	14792	6	0	1.03	1.06
Zm00001d013208	14793	3	0	0.59	-0.77
Zm00001d013216	14797	2	0	-5.26	-1.93
Zm00001d013222	14803	7	0	0.99	2.73
Zm00001d013226	14806	6	0	2.35	2.76
Zm00001d013230	14809	5	0	2.18	0.16
Zm00001d013231	14810	3	0	1.44	-3.44
Zm00001d013232	14811	3	0	0.33	-4.77
Zm00001d013239	14815	3	0	-0.25	-2.32
Zm00001d013243	14819	5	0	1.8	-0.83
Zm00001d013244	14820	0	0	-2.2	-6.14
Zm00001d013248	14823	5	0	4.94	0
ENSRNA049463630	14828	4	0	-0.61	1.07
ENSRNA049463586	14829	7	0	0.34	1.11
Zm00001d013255	14832	3	0	0.26	-1.08
Zm00001d013258	14835	6	0	6.52	6.78
Zm00001d013259	14836	6	0	2.6	1.33
Zm00001d013261	14837	5	0	4.95	0
Zm00001d013264	14840	6	0	1.49	1.26
Zm00001d013270	14844	3	0	0.49	-3.77
Zm00001d013276	14849	4	0	-0.25	1.77
Zm00001d013277	14850	4	0	0.57	2.83
Zm00001d013281	14852	1	0	-4.77	-4.77
Zm00001d001500	14853	2	0	-2.12	-0.39
Zm00001d013287	14856	7	0	2.13	5.06
Zm00001d013288	14857	2	0	-4.36	0.56
Zm00001d013289	14858	3	0	0.16	-1.1
Zm00001d013294	14860	7	0	1.82	2.91
Zm00001d013295	14861	7	0	0.92	1.92
Zm00001d013296	14862	5	0	1.5	0.61
Zm00001d013301	14864	3	0	0.1	-1.08
Zm00001d013303	14865	5	0	0.61	-0.48
Zm00001d013308	14869	5	0	2.05	0.86
Zm00001d013313	14873	3	0	-0.1	-5.03
Zm00001d013321	14879	1	0	-3.06	-2.85
Zm00001d013323	14880	3	0	0.32	-0.86
Zm00001d013331	14886	7	0	0.52	1.31
Zm00001d013333	14888	3	0	0.43	-1.15
Zm00001d013337	14892	3	0	-1.1	-6.03
Zm00001d013340	14894	3	0	-0.85	-4.77
Zm00001d013343	14896	5	0	1.15	-0.45
Zm00001d013364	14906	0	0	-0.61	-1.71
Zm00001d013369	14908	3	0	2.16	-3.77
Zm00001d013370	14909	3	0	0.02	-1.06
Zm00001d013381	14915	0	0	-1.16	-1.85
Zm00001d013384	14917	5	0	1.51	0.71
Zm00001d013386	14920	7	0	0.63	1.03
Zm00001d013388	14922	1	0	-2.63	-2.44
Zm00001d013390	14924	4	0	-0.35	1.63
Zm00001d013395	14928	3	0	-0.92	-6.45
Zm00001d013400	14931	3	0	1.17	-3.77
Zm00001d013402	14932	3	0	0.67	-0.86
Zm00001d013409	14935	6	0	5.95	5.54
Zm00001d013411	14937	6	0	0.93	1
Zm00001d013418	14942	3	0	0.95	-2.16
Zm00001d013422	14946	5	0	2.07	-0.8
Zm00001d013423	14947	3	0	0.1	-6.09
Zm00001d013425	14949	5	0	3.37	1.26
Zm00001d013433	14957	4	0	-0.32	1.02
Zm00001d013434	14959	1	0	-2.19	-1.99
Zm00001d013439	14960	3	0	-0.14	-1.15
Zm00001d013443	14964	6	0	6.03	4.54
